dam_name,company_name,latitude,longitude,state,city,risk_category,potential_damage
Bacia 01,Arcelormittal Brasil S.a,-19.785,-43.192,MG,Bela Vista De Minas,no data,no data
Bacia 07,Arcelormittal Brasil S.a,-19.783,-43.183,MG,Bela Vista De Minas,no data,no data
Bacia 08,Arcelormittal Brasil S.a,-19.785,-43.18,MG,Bela Vista De Minas,no data,no data
Bacia 09,Arcelormittal Brasil S.a,-19.776,-43.206,MG,Bela Vista De Minas,no data,no data
Bacia 15,Arcelormittal Brasil S.a,-19.776,-43.192,MG,Bela Vista De Minas,no data,no data
Bacia 16,Arcelormittal Brasil S.a,-19.788,-43.173,MG,Bela Vista De Minas,no data,no data
Bacia 17,Arcelormittal Brasil S.a,-19.785,-43.18,MG,Bela Vista De Minas,no data,no data
Bacia de Contenção de Finos PDE-A Norte,GERDAU AÇOMINAS S.A.,-20.278,-43.931000000000004,MG,Itabirito,no data,no data
Bacia de Contenção de Finos PDE-A Sul,GERDAU AÇOMINAS S.A.,-20.283,-43.927,MG,Itabirito,no data,no data
BAIA 5 VIGA,Ferrous Resources do Brasil Sa,-20.496,-43.917,MG,Congonhas,no data,no data
BARRAGEM  1,COMPANHIA MINERADORA DO PIROCLORO DE ARAXÁ,-19.659000000000002,-46.927,MG,Araxá,no data,no data
BARRAGEM  USINA BENEFICIAMENTO L7 - IIB,Magnesita Refratários SA,-19.41,-45.043,MG,Uberaba,no data,no data
Barragem 02,Companhia Siderúrgica Nacional SA,-20.319000000000003,-44.589,MG,Arcos,no data,no data
Barragem 1 - Contenção,CONSTRUTORA MARTINS LANNA LTDA,-19.865,-44.093999999999994,MG,Contagem,no data,no data
Barragem 1 - Decantação,MSM - MINERAÇÃO SERRA DA MOEDA LTDA,-20.379,-43.916000000000004,MG,Itabirito,no data,no data
Barragem 2 - Captação,CONSTRUTORA MARTINS LANNA LTDA,-19.875999999999998,-44.101000000000006,MG,Contagem,no data,no data
Barragem 2 - Decantação,MSM - MINERAÇÃO SERRA DA MOEDA LTDA,-20.378,-43.916000000000004,MG,Itabirito,no data,no data
Barragem 3A - Sedimentação,MSM - MINERAÇÃO SERRA DA MOEDA LTDA,-20.378,-43.916000000000004,MG,Itabirito,no data,no data
Barragem 3B - Sedimentação,MSM - MINERAÇÃO SERRA DA MOEDA LTDA,-20.378,-43.915,MG,Itabirito,no data,no data
Barragem 4 - Acumulação,MSM - MINERAÇÃO SERRA DA MOEDA LTDA,-20.378,-43.915,MG,Itabirito,no data,no data
Barragem 5 - Captação,MSM - MINERAÇÃO SERRA DA MOEDA LTDA,-20.374000000000002,-43.92100000000001,MG,Itabirito,no data,no data
Barragem 6 - Dique Filtrante,MSM - MINERAÇÃO SERRA DA MOEDA LTDA,-20.377,-43.913000000000004,MG,Itabirito,no data,no data
Barragem 7 - Dique Filtrante,MSM - MINERAÇÃO SERRA DA MOEDA LTDA,-20.38,-43.917,MG,Itabirito,no data,no data
Barragem 8 - Dique Filtrante,MSM - MINERAÇÃO SERRA DA MOEDA LTDA,-20.38,-43.919,MG,Itabirito,no data,no data
Barragem 9 - Dique Filtrante,MSM - MINERAÇÃO SERRA DA MOEDA LTDA,-20.381,-43.92100000000001,MG,Itabirito,no data,no data
BARRAGEM ATHAYDE,Vale S A,-20.179000000000002,-43.607,MG,Santa Bárbara,no data,no data
BARRAGEM B2 - DIQUE  IRANIL MANGABEIRAS,IMA - INDÚSTRIA DE MADEIRA IMUNIZADA LTDA.,-19.964000000000002,-43.928999999999995,MG,Belo Horizonte,no data,no data
Barragem B3,Mineração Geral do Brasil Ltda.,-20.067,-44.023,MG,Brumadinho,no data,no data
Barragem BA-3,Vale Fertilizantes S A,-19.823,-46.868,MG,Tapira,no data,no data
BARRAGEM BORRACHUDO,Vale S A,-19.609,-43.263000000000005,MG,Itabira,no data,no data
BARRAGEM C (UPM),Vale Fertilizantes S A,-18.38,-46.93,MG,Patos De Minas,no data,no data
Barragem Captação,Vale S A,-20.158,-43.468,MG,No Data,no data,no data
BARRAGEM CAPTAÇÃO CÓRREGO DAS ALMAS (Barr. água),Vale S A,-20.158,-43.468,MG,Mariana,no data,no data
Barragem Captação de Água,Mineração Usiminas S.a.,-20.166,-44.45,MG,Itatiaiuçu,no data,no data
BARRAGEM CB-3 (Barragem de água),Vale S A,-20.413,-43.873999999999995,MG,Ouro Preto,no data,no data
Barragem da Grota,SAFM MINERAÇÃO LTDA,-20.269000000000002,-43.893,MG,Itabirito,no data,no data
Barragem de Aredes,SAFM MINERAÇÃO LTDA,-20.276,-43.898,MG,Itabirito,no data,no data
Barragem de Contenção de Sólidos Carreados,EXTRATIVA MINERAL LTDA,-20.111,-43.903,MG,Nova Lima,no data,no data
BARRAGEM DO LAGARTO,Companhia Siderúrgica Nacional SA,-20.451,-43.906000000000006,MG,Congonhas,no data,no data
BARRAGEM DO PRATA,Vale S A,-20.412,-43.865,MG,Ouro Preto,no data,no data
BARRAGEM ECOLÓGICA 2,Nacional Minerios S/A,-20.159000000000002,-43.843,MG,Rio Acima,no data,no data
Barragem Freitas,Vale S A,-20.432000000000002,-43.849,MG,No Data,no data,no data
Barragem Mata Porcos,Vale S A,-20.386,-43.858000000000004,MG,No Data,no data,no data
BARRAGEM MENEZES I (Córrego do Meio),Vale S A,-20.119,-44.138999999999996,MG,Brumadinho,no data,no data
BARRAGEM POCILGA,Vale S A,-20.185,-43.606,MG,Santa Bárbara,no data,no data
BARRAGEM POÇO FUNDO,Companhia Siderúrgica Nacional SA,-20.451,-43.898,MG,Congonhas,no data,no data
Barragem Serraria,Vale S A,-19.613,-43.20399999999999,MG,Itabira,no data,no data
BARRAGEM SERRINHA,Ferrous Resources do Brasil Sa,-20.174,-43.976000000000006,MG,Brumadinho,no data,no data
BARRAGEM TROVÕES (Barragem de água),Vale S A,-20.169,-43.861000000000004,MG,Nova Lima,no data,no data
BARRAGEM USINA BENEFICIAMENTO ESPONGILITO - IVA,Magnesita Refratários SA,-19.41,-45.043,MG,Uberaba,no data,no data
BARRAGEM USINA BENEFICIAMENTO ESPONGILITO - IVB,Magnesita Refratários SA,-19.41,-45.043,MG,Uberaba,no data,no data
BARRAGEM USINA BENEFICIAMENTO L7 - IIA,Magnesita Refratários SA,-19.41,-45.043,MG,Uberaba,no data,no data
BARRAGEM USINA BENEFICIAMENTO L8 - IIIA,Magnesita Refratários SA,-19.41,-45.043,MG,Uberaba,no data,no data
BARRAGEM USINA BENEFICIAMENTO L8 - IIIB,Magnesita Refratários SA,-19.409000000000002,-45.043,MG,Uberaba,no data,no data
Barragem Vale do Jacaré,MINERAÇÃO VALE DO JACARE LTDA,-18.133,-43.972,MG,Buenópolis,no data,no data
BARRAGEM/BARRAMENTO,EXTRATIVA MINERAL LTDA,-20.11,-43.903999999999996,MG,Nova Lima,no data,no data
Batatinha,CIMECA - COMÉRCIO E INDÚSTRIA DE MINÉRIOS E METAIS CAXAMBU LTDA.,-19.889,-43.19,MG,Rio Piracicaba,no data,no data
CONJUNTO DE BAIAS VIGA,Ferrous Resources do Brasil Sa,-20.495,-43.918,MG,Congonhas,no data,no data
D-1,Mineração Pedra Menina Ltda,-17.969,-43.168,MG,Senador Modestino Gonçalves,no data,no data
D-2,Mineração Pedra Menina Ltda,-17.969,-43.168,MG,Senador Modestino Gonçalves,no data,no data
D-3,Mineração Pedra Menina Ltda,-17.969,-43.168,MG,Senador Modestino Gonçalves,no data,no data
Dique - Pilha de Rejeito,EXTRATIVA MINERAL LTDA,-20.111,-43.909,MG,Nova Lima,no data,no data
Dique 01 - Córrego do Meio,Vale S A,-19.855999999999998,-43.798,MG,Sabará,no data,no data
Dique 01 - Serra Azul,MINERITA - MINÉRIOS ITAÚNA LTDA.,-20.12,-44.386,MG,Mateus Leme,no data,no data
Dique 01 de Terra,ARCELORMITTAL MINERAÇÃO SERRA AZUL S.A.,-20.137999999999998,-44.401,MG,Itatiaiuçu,no data,no data
DIQUE 01 PDE 01,Vale S A,-19.854,-43.794,MG,Sabará,no data,no data
Dique 01 Serra Azul - Dique Vai e Volta 1,Mineração Usiminas S.a.,-20.129,-44.42,MG,Mateus Leme,no data,no data
DIQUE 02 - GONGO SOCO,Vale S A,-19.973,-43.604,MG,Barão De Cocais,no data,no data
Dique 02 - Pitangui,MINERITA - MINÉRIOS ITAÚNA LTDA.,-20.124000000000002,-44.376000000000005,MG,Mateus Leme,no data,no data
Dique 02 Serra Azul - Dique Vai e Volta 2,Mineração Usiminas S.a.,-20.13,-44.422,MG,Itatiaiuçu,no data,no data
Dique 03 Serra Azul - Dique Vai e Volta 3,Mineração Usiminas S.a.,-20.13,-44.426,MG,Itatiaiuçu,no data,no data
Dique 04,COMPANHIA DE MINERAÇÃO SERRA AZUL - COMISA,-20.119,-44.324,MG,Brumadinho,no data,no data
Dique 06,Mineração Usiminas S.a.,-20.162,-44.456,MG,Itatiaiuçu,no data,no data
Dique 06 - Véu da Noiva Jusante,MINERITA - MINÉRIOS ITAÚNA LTDA.,-20.131,-44.376000000000005,MG,Itatiaiuçu,no data,no data
Dique 08 - Pátio CMC,MINERITA - MINÉRIOS ITAÚNA LTDA.,-20.134,-44.379,MG,Itatiaiuçu,no data,no data
Dique 1,SAFM MINERAÇÃO LTDA,-20.274,-43.898999999999994,MG,Itabirito,no data,no data
Dique 105 II,Vale S A,-19.629,-43.24,MG,Itabira,no data,no data
Dique 11,Vale S A,-19.866,-43.786,MG,Sabará,no data,no data
Dique 12,Vale S A,-19.867,-43.786,MG,Sabará,no data,no data
Dique 13,Vale S A,-19.868,-43.787,MG,Sabará,no data,no data
Dique 13 - Pains,Mineração Usiminas S.a.,-20.124000000000002,-44.433,MG,Itatiaiuçu,no data,no data
Dique 14,Mineração Usiminas S.a.,-20.162,-44.446999999999996,MG,Itatiaiuçu,no data,no data
Dique 2,SAFM MINERAÇÃO LTDA,-20.274,-43.901,MG,Itabirito,no data,no data
Dique 2 de Concreto,ARCELORMITTAL MINERAÇÃO SERRA AZUL S.A.,-20.139,-44.401,MG,Itatiaiuçu,no data,no data
Dique 3,SAFM MINERAÇÃO LTDA,-20.268,-43.901,MG,Itabirito,no data,no data
Dique 3 - Leira Véu de Noiva,MINERITA - MINÉRIOS ITAÚNA LTDA.,-20.127,-44.375,MG,Itatiaiuçu,no data,no data
Dique 4 - Santanense,MINERITA - MINÉRIOS ITAÚNA LTDA.,-20.128,-44.372,MG,Itatiaiuçu,no data,no data
Dique 8,Arcelormittal Brasil S.a,-19.784000000000002,-43.18,MG,Bela Vista De Minas,no data,no data
DIQUE A - GONGO SOCO,Vale S A,-19.949,-43.586999999999996,MG,Barão De Cocais,no data,no data
Dique Asfalto,Mineração Usiminas S.a.,-20.165,-44.451,MG,Itatiaiuçu,no data,no data
DIQUE B - GONGO SOCO,Vale S A,-19.947,-43.583,MG,Barão De Cocais,no data,no data
DIQUE B1 MIGUEL BURNIER,IMA - INDÚSTRIA DE MADEIRA IMUNIZADA LTDA.,-20.456,-43.75,MG,Ouro Preto,no data,no data
DIQUE B2 MIGUEL BURNIER,IMA - INDÚSTRIA DE MADEIRA IMUNIZADA LTDA.,-20.456,-43.75,MG,Ouro Preto,no data,no data
DIQUE B3 MIGUEL BURNIER,IMA - INDÚSTRIA DE MADEIRA IMUNIZADA LTDA.,-20.458,-43.733999999999995,MG,Ouro Preto,no data,no data
Dique BIV-3 - Dique Hércules,Mineração Usiminas S.a.,-20.155,-44.441,MG,Itatiaiuçu,no data,no data
DIQUE C - GONGO SOCO,Vale S A,-19.938,-43.583999999999996,MG,Barão De Cocais,no data,no data
DIQUE CATA BRANCA,Vale S A,-20.233,-43.856,MG,Itabirito,no data,no data
Dique Couves[ MUSA],Mineração Usiminas S.a.,-20.155,-44.434,MG,Itatiaiuçu,no data,no data
Dique da Divisa,Mineração Usiminas S.a.,-20.136,-44.405,MG,Itatiaiuçu,no data,no data
DIQUE DA FAZENDINHA,Vale S A,-19.972,-43.608000000000004,MG,Barão De Cocais,no data,no data
Dique da Oficina,Mineração Usiminas S.a.,-20.125,-44.41,MG,Itatiaiuçu,no data,no data
Dique da Oficina II,Mineração Usiminas S.a.,-20.125999999999998,-44.401,MG,Mateus Leme,no data,no data
Dique da Pilha Sul,FERRO + MINERAÇÃO S/A,-20.436,-43.872,MG,Congonhas,no data,no data
DIQUE DAS COBRAS,Vale S A,-20.133,-43.41,MG,Catas Altas,no data,no data
Dique de Concreto,MINERITA - MINÉRIOS ITAÚNA LTDA.,-20.131,-44.376999999999995,MG,Itatiaiuçu,no data,no data
Dique de contenção de finos,PEDRAS CONGONHAS EXTRAÇÃO ARTE INDUSTRIA LTDA,-20.116,-43.873999999999995,MG,Nova Lima,no data,no data
DIQUE DE PÉ DE PILHA/EMESA,Empresa de Mineração Esperança Sa,-20.112000000000002,-44.22,MG,Brumadinho,no data,no data
DIQUE DO BATATEIRO DE BAIXO,Companhia Siderúrgica Nacional SA,-20.477999999999998,-43.896,MG,Congonhas,no data,no data
DIQUE DO PATRIMÔNIO,Vale S A,-19.959,-43.586999999999996,MG,Barão De Cocais,no data,no data
Dique do Retão,Vale S A,-20.241,-43.50899999999999,MG,Mariana,no data,no data
DIQUE DOS INGLESES,Vale S A,-19.965,-43.586999999999996,MG,Barão De Cocais,no data,no data
Dique Flotação,Mineração Usiminas S.a.,-20.146,-44.405,MG,Itatiaiuçu,no data,no data
Dique Intermediário,Mineração Usiminas S.a.,-20.159000000000002,-44.435,MG,Itatiaiuçu,no data,no data
DIQUE IPOEMA,Vale S A,-19.612000000000002,-43.256,MG,Itabira,no data,no data
Dique IV,Mineração Geral do Brasil Ltda.,-20.116,-44.298,MG,Brumadinho,no data,no data
DIQUE LAVRA AZUL,Vale S A,-20.118,-43.407,MG,Catas Altas,no data,no data
Dique Leste I,Mineração Usiminas S.a.,-20.121,-44.367,MG,Mateus Leme,no data,no data
Dique Leste II,Mineração Usiminas S.a.,-20.11,-44.333999999999996,MG,Igarapé,no data,no data
Dique Leste III,Mineração Usiminas S.a.,-20.116,-44.367,MG,Mateus Leme,no data,no data
Dique Longitudinal,SAFM MINERAÇÃO LTDA,-20.271,-43.898999999999994,MG,Itabirito,no data,no data
Dique Mazano,Mineração Usiminas S.a.,-20.14,-44.417,MG,Itatiaiuçu,no data,no data
Dique Mazano II,Mineração Usiminas S.a.,-20.143,-44.417,MG,Itatiaiuçu,no data,no data
Dique Mineira,Mineração Usiminas S.a.,-20.15,-44.435,MG,Itatiaiuçu,no data,no data
DIQUE PDE PERMANENTE I,Vale S A,-20.184,-43.438,MG,Mariana,no data,no data
DIQUE PDE PERMANENTE II - FASE I,Vale S A,-20.207,-43.45399999999999,MG,Mariana,no data,no data
DIQUE PDE TEMPORÁRIO II,Vale S A,-20.215,-43.43600000000001,MG,Mariana,no data,no data
Dique Subestação,Vale S A,-19.989,-43.347,MG,Itabira,no data,no data
GABIÕES,Empresa de Mineração Esperança Sa,-20.116,-44.218,MG,Brumadinho,no data,no data
Gamelas,Shinobu Kuribayashi,-18.065,-47.281000000000006,MG,Coromandel,no data,no data
Gerais,MINERAÇÕES GERAIS LTDA,-19.582,-44.411,MG,Inhaúma,no data,no data
Modulo 3,VOTORANTIM METAIS ZINCO S/A,-17.972,-46.843,MG,Vazante,no data,no data
PDE Engano,Vale S A,-20.338,-43.425,MG,No Data,no data,no data
Piteiras,Piteiras Mineração Ltda.,-19.692,-43.113,MG,Itabira,no data,no data
poço,Paulo Gerson Jardim de Souza,-20.031,-44.635,MG,Itaúna,no data,no data
Rejeito,Mineração Sanguinete Ltda,-18.007,-43.765,MG,Gouveia,no data,no data
Rejeito e Recirculação de água,Piteiras Mineração Ltda.,-19.672,-43.129,MG,Itabira,no data,no data
reservatório,MINERAÇÃO AREIA BRANCA LTDA,-21.85,-43.673,MG,Santa Bárbara Do Monte Verde,no data,no data
SANTA TERESA,Novelis do Brasil Ltda,-21.467,-42.886,MG,Descoberto,no data,no data
Tanque 3,Quartzito do Brasil Ltda - EPP,-20.386,-43.45399999999999,MG,Mariana,no data,no data
TQ-1,SAINT-GOBAIN DO BRASIL PRODUTOS INDUSTRIAIS E PARA CONSTRUÇÃO LTDA.,-19.891,-43.285,MG,São Gonçalo Do Rio Abaixo,no data,no data
TQ-2,SAINT-GOBAIN DO BRASIL PRODUTOS INDUSTRIAIS E PARA CONSTRUÇÃO LTDA.,-19.892,-43.285,MG,São Gonçalo Do Rio Abaixo,no data,no data
TRÊS ILHAS,SAGODI MINERAÇÃO LTDA,-18.412,-44.753,MG,São Gonçalo Do Abaeté,no data,no data
Gafanhoto,CEMIG Geração e Transmissão S.A.,-20.1,-44.848,MG,Divinópolis,BAIXO,ALTO
Cajuru,CEMIG Geração e Transmissão S.A.,-20.238,-44.754,MG,Carmo Do Cajuru,MÉDIO,ALTO
Retiro Baixo,Retiro Baixo Energética S.A.,-18.875,-44.781000000000006,MG,Curvelo,MÉDIO,ALTO
Fundão,Samarco Mineração SA (Vale and BHP Billiton),-20.206,-43.467,MG,Mariana,no data,no data
